缸盖,缸盖
长时间,
时间,
不动,
氧化,
现象,
减速,
减速机,
齿轮,
轴,
键,
松动,
GPS,
天线,
断裂,
nan,
控,
机柜,
指令,
发射,
卡,
故障,
信号,
信号线,
故障,
CMOS,
电池,
故障,
BIOS,
电池,
失效,
电源,
电源模块,
模块,
故障,
计算,
计算机,
算机,
机主,
主板,
芯片,
损坏,
nan,
nan,
nan,
nan,
nan,
nan,
主通道,
通道,
收,
频,
闪烁,
分,
接,
测距,
单元,
闪烁,
视距,
链路,
路下,
下行,
行时,
时有时无,
无,
UPS,
故障,
电源,
电源模块,
模块,
故障,
软件,
软件版,
版本,
低,
光缆,
故障,
计算,
计算机,
算机,
机主,
主板,
故障,
光缆,
插头,
故障,
控制,
控制站,
末端,
电流,
流变,
变换,
变换器,
故障,
外,
控,
线,
故障,
外,
控,
线,
故障,
设计,
设计,
软件,
故障,
视频,
主机,
连接,
鼠标,
鼠标键,
键盘,
共享,
共享器,
键盘,
共享,
共享器,
启动,
启动时,
键盘,
鼠标,
自检,
鼠标,
键盘,
工作,
不正,
共享,
共享器,
工作,
nan,
备用,
用电,
电池,
故障,
油机,
机电,
电源,
松动,
nan,
nan,
nan,
天线,
驱动,
单元,
变频,
变频器,
现场,
220V,
交流,
交流电,
流电,
瞬间,
电压,
波动,
影响,
Lv,
自保,
保护,
天线,
俯仰,
视频,
主机,
连接,
鼠标,
鼠标键,
键盘,
共享,
共享器,
键盘,
共享,
共享器,
启动,
启动时,
键盘,
鼠标,
自检,
鼠标,
键盘,
工作,
不正,
共享,
共享器,
工作,
发动,
发动机,
动机,
机上,
下,
罩,
装配,
不合,
不合理,
预装,
装配,
时,
未,
修配,
飞机,
机油,
油封,
后,
存放,
时间,
长,
滑,
油,
中,
吸入,
水分,
发动,
发动机,
动机,
恢复,
复试,
试车,
时,
滑,
油,
发动,
发动机,
动机,
中,
循环,
加热,
水分,
滑,
油,
混合,
搅拌,
气泡,
滑,
油压,
压力,
较大,
大波,
波动,
液压,
挺,
柱,
故障,
导致,
故障,
制造,
缺陷,
制造,
缺陷,
制造,
缺陷,
制造,
缺陷,
制造,
缺陷,
制造,
缺陷,
放油,
开关,
关有,
制造,
缺陷,
单向,
活门,
安装,
装错,
错误,
未,
工艺,
正确,
安装,
燃油,
燃油泵,
油泵,
未,
工艺,
正确,
安装,
燃油,
燃油泵,
油泵,
nan,
排气,
气温,
温度,
温度传感器,
传感,
传感器,
感器,
装机,
前,
校验,
温度,
度过,
高,
导致,
绝缘,
绝缘层,
融化,
导线,
钢套,
中短,
短路,
nan,
nan,
零件,
加工,
导致,
安装,
孔,
错位,
无线,
无线电,
高度,
高度表,
内部,
螺母,
松脱,
运输,
中外,
外壳,
损坏,
导致,
垂直,
陀螺,
故障,
自检,
线圈,
断裂,
导致,
速率,
陀螺,
组件,
A,
通道,
俯仰,
无,
自检,
输出,
nan,
C,
通道,
倾斜,
陀螺,
电机,
机轴,
轴承,
承保,
器,
掉,
渣,
渣子,
轴承,
滚道,
使,
轴承,
摩擦,
摩擦力,
力距,
增大,
陀螺,
电机,
堵,
转,
无,
速率,
输出,
电路,
电路板,
俯仰,
通道,
梯度,
点位,
计,
管脚,
虚,
焊,
导致,
速率,
陀螺,
组件,
静态,
A,
通道,
道数,
数值,
偏大,
判定,
定为,
B,
通道,
俯仰,
陀螺,
故障,
B,
通道,
陀螺,
电机,
器,
掉,
渣,
轴承,
滚道,
导致,
轴承,
失效,
陀螺,
电机,
堵,
转,
nan,
F5,
保险,
保险丝,
断裂,
导致,
故障,
上,
电,
后进,
蓄电,
蓄电池,
电池,
网,
测试,
时,
先,
切断,
28V,
电源,
再,
蓄电,
蓄电池,
电池,
瞬态,
28V,
掉电,
掉电,
时间,
大于,
控制,
盒,
电源,
监控,
门限,
控制,
盒,
会报,
报出,
欠,
压,
故障,
电机,
支撑,
轴承,
润滑,
不良,
导致,
保持架,
钢球,
之间,
发生,
干,
摩擦,
卡,
滞,
路,
解调,
芯片,
输出,
激磁,
信号,
噪声,
偏大,
传感,
传感器,
感器,
位置,
输出,
信号,
噪声,
较大,
输出,
轴,
轻微,
震颤,
天线,
内部,
液,
溴,
挥发,
变质,
导致,
未,
图纸,
正确,
加工,
未,
图纸,
正确,
安装,
未,
图纸,
正确,
加工,
未,
图纸,
正确,
加工,
未,
图纸,
正确,
加工,
未,
图纸,
正确,
加工,
装配,
未,
图纸,
正确,
加工,
装配,
未,
图纸,
正确,
加工,
装配,
喷漆,
时,
燃油,
口盖,
螺钉,
托板,
螺母,
粘,
死,
未,
图纸,
正确,
加工,
装配,
未,
图纸,
正确,
加工,
装配,
未,
图纸,
正确,
加工,
装配,
未,
图纸,
正确,
加工,
装配,
未,
图纸,
正确,
加工,
装配,
未,
图纸,
正确,
加工,
装配,
未,
图纸,
正确,
加工,
装配,
未,
图纸,
正确,
加工,
装配,
未,
图纸,
正确,
加工,
装配,
未,
图纸,
正确,
加工,
装配,
制造,
偏离,
制造,
偏离,
制造,
偏离,
制造,
偏离,
制造,
偏离,
制造,
偏离,
螺钉,
配套,
错误,
螺钉,
连接,
后,
喷漆,
使,
螺钉,
口盖,
粘连,
螺钉,
质量,
导致,
螺钉,
损坏,
制造,
缺陷,
制造,
缺陷,
制造,
偏离,
制造,
偏离,
制造,
偏离,
未,
图纸,
加工,
制造,
缺陷,
制造,
错误,
机翼,
舵机,
控制,
控制器,
尾翼,
舵机,
控制,
控制器,
安装,
处,
结构,
增厚,
导致,
原,
设计,
设备,
安装,
螺钉,
长度,
制造,
错误,
制造,
错误,
制造,
误差,
制造,
误差,
制造,
误差,
制造,
误差,
拉杆,
制造,
错误,
发动,
发动机,
发动机短,
动机,
短舱,
下,
罩,
制造,
预装,
装配,
时,
未,
修配,
液压,
系统,
污染,
导致,
回,
油,
不畅,
畅通,
三位,
四通,
阀,
工作,
不稳,
稳定,
导致,
起落,
起落架,
落架,
收放,
不正,
地面,
液压,
车,
供电,
不稳,
稳定,
液压,
液压泵,
输出,
流量,
低,
导致,
起落,
起落架,
落架,
收放,
应急,
放,
时间,
超时,
密封,
试验,
后,
在外,
筒,
衬,
筒,
组件,
涂,
封,
胶,
起到,
长时间,
时间,
密封,
效果,
交付,
装机,
起落,
起落架,
落架,
受,
时间,
积累,
环境,
环境变,
变化,
影响,
空腔,
内,
渗入,
油层,
渗出,
密封,
试验,
后,
在外,
筒,
衬,
筒,
组件,
涂,
封,
胶,
起到,
长时间,
时间,
密封,
效果,
交付,
装机,
起落,
起落架,
落架,
受,
时间,
积累,
环境,
环境变,
变化,
影响,
空腔,
内,
渗入,
油层,
渗出,
减,
摆,
器,
失效,
舱门,
拉杆,
装配,
不当,
舱门,
拉杆,
断裂,
密封,
密封件,
和易,
易损,
易损件,
故障,
nan,
保证,
刮油,
防尘,
效果,
刮油,
环,
下,
支撑,
环,
间,
转,
配,
盈,
量,
刮油,
环,
内,
筒,
间,
摩擦,
摩擦力,
刮油,
环,
橡胶,
橡胶制品,
制品,
零件,
偏差,
较大,
时装,
装配,
因素,
影响,
导致,
刮油,
环,
内,
筒,
之间,
配合,
过紧,
刮油,
环,
中,
脱落,
本次,
刮油,
环,
脱落,
个别现象,
别现,
现象,
刮油,
环,
刮油,
阻止,
灰尘,
作用,
缓冲,
缓冲器,
密封,
作用,
内部,
胶圈,
发生,
刮油,
环,
脱落,
时,
飞机,
无影,
影响,
脱落,
落后,
需,
更换,
修理,
主控,
主控制,
控制,
盒,
驱动,
电路,
电路板,
上,
K2,
继电,
继电器,
电器,
触点,
冷,
粘连,
继电,
继电器,
电器,
线圈,
漆包线,
行包,
包扎,
操作,
时,
引出,
出线,
焊接,
接点,
点位,
位置,
漆包线,
受挤,
挤压,
生机,
机械,
应力,
损伤,
后续,
过程,
中,
环境,
温度,
电流,
应力,
力作,
作用,
下,
漆包线,
损伤,
加剧,
发生,
开路,
导致,
继电,
继电器,
电器,
失效,
变换,
电路,
电路板,
上,
蓄电,
蓄电池,
电池,
网,
1,
控制,
继电,
继电器,
电器,
K3,
触点,
粘连,
失效,
带电,
带电插,
插拔,
接插,
接插件,
插件,
成器,
器件,
受损,
驱动,
电路,
电路板,
上,
继电,
继电器,
电器,
K34,
常,
闭,
触电,
粘连,
导致,
惯,
导,
115V,
切换,
地面,
115V,
供电,
发电,
发电机,
电机,
较长时间,
长时间,
时间,
未,
运行,
碳刷,
表面,
氧化,
接触,
触电,
电阻,
偏,
高,
使,
输出,
出电,
电压,
偏低,
调压,
压板,
组件,
故障,
控制,
控制器,
AP1,
板,
级,
中,
RP2,
电位,
计,
失效,
滤波,
电容,
盒内,
内部,
延时,
继电,
继电器,
电器,
吸,
合,
导致,
滤波,
电容,
盒,
滤波,
作用,
减弱,
导致,
主,
电容,
波动,
大,
驱动,
电路,
电路板,
上,
K41,
继电,
继电器,
电器,
常,
开,
触点,
粘连,
故障,
FP01X,
插座,
X50,
X110,
针,
引出,
出线,
相连,
驱动,
电路,
电路板,
上,
K43,
继电,
继电器,
电器,
常,
开,
触点,
粘连,
发射,
发射机,
机电,
调,
衰减,
衰减器,
管脚,
3,
管脚,
7,
虚,
焊,
导致,
故障,
发生,
同步,
控制,
制单,
单元,
D12,
管脚,
11,
虚,
焊,
同步,
控制,
制单,
单元,
D4,
管脚,
183,
虚,
焊,
导致,
故障,
主,
中放,
单元,
电路,
中,
微波,
单片,
发达,
器,
失效,
导致,
故障,
AP2,
中压,
控,
振荡,
振荡器,
AP1,
焊,
盘,
相连,
焊,
针,
虚,
焊,
导致,
故障,
工作,
工作人员,
作人,
人员,
粗心,
粗心大意,
大意,
导致,
致密,
密钥,
接入,
信号,
信号线,
焊接,
错误,
密钥,
注入,
方位,
旋,
变压,
环,
松动,
导致,
外环,
松动,
机载,
Ku,
天线,
失锁,
天线,
线控,
控制,
盒,
惯,
导,
串口,
接口,
芯片,
硬件,
故障,
导致,
惯,
导,
逐句,
接收,
收发,
组合,
端口,
连接,
插头,
信号,
信号线,
破损,
合,
密钥,
注入,
异常,
功放,
中频,
输入,
电缆,
电缆头,
附件,
紧固,
不到,
到位,
射频,
频信,
信号,
异常,
收发,
组合,
端口,
连接,
插头,
信号,
信号线,
破损,
合,
密钥,
注入,
异常,
功放,
中频,
输入,
电缆,
电缆头,
附件,
紧固,
不到,
到位,
射频,
频信,
信号,
异常,
功放,
放电,
电容,
模块,
滤波,
电容,
脱落,
导致,
故障,
收发,
组合,
监控,
板,
CPLD,
芯片,
失效,
机载,
Ku,
卫,
通天,
天线,
跟踪,
设备,
加,
电,
后,
天线,
方位,
轴,
不受,
受控,
天线,
驱动,
盒内,
内部,
C11,
电容,
击穿,
短路,
所致,
安装,
位置,
安装,
偏差,
成天,
天线,
零,
值,
发生,
发生变化,
生变,
变化,
设备,
加,
电,
天线,
未,
指,
准,
目标,
处于,
扫描,
状态,
天线,
不停,
摆动,
极化,
扇,
齿,
变形,
极化,
传动,
动机,
机构,
运转,
卡,
滞,
导致,
天线,
线极化,
极化,
角,
未,
转到,
到位,
天线,
值,
处于,
指向,
状态,
未,
自动,
跟踪,
发电,
发电机,
电机,
连接,
轴套,
发动,
发动机,
动机,
支架,
间隙,
小,
发电,
发电机,
电机,
连接,
轴套,
发动,
发动机,
动机,
支架,
间隙,
小,
发电,
发电机,
电机,
连接,
轴套,
发动,
发动机,
动机,
支架,
间隙,
小,
发电,
发电机,
电机,
连接,
轴套,
发动,
发动机,
动机,
支架,
间隙,
小,
发电,
发电机,
电机,
连接,
轴套,
发动,
发动机,
动机,
支架,
间隙,
小,
发电,
发电机,
电机,
连接,
轴套,
发动,
发动机,
动机,
支架,
间隙,
小,
发电,
发电机,
电机,
连接,
轴套,
发动,
发动机,
动机,
支架,
间隙,
小,
散热,
散热器,
支架,
耳,
片,
滑,
油,
散热,
散热器,
端,
安装,
耳,
片,
间距,
不符,
导致,
安装,
耳,
片,
件,
加工,
方法,
挤压,
成型,
零件,
首件,
加工,
合格,
后,
加工,
后续,
产品,
时,
挤压,
压力,
大,
机床,
定位,
偏移,
均,
小,
尺寸,
偏移,
件,
加工,
方法,
挤压,
成型,
零件,
首件,
加工,
合格,
后,
加工,
后续,
产品,
时,
挤压,
压力,
大,
机床,
定位,
偏移,
均,
小,
尺寸,
偏移,
件,
加工,
方法,
挤压,
成型,
零件,
首件,
加工,
合格,
后,
加工,
后续,
产品,
时,
挤压,
压力,
大,
机床,
定位,
偏移,
均,
小,
尺寸,
偏移,
件,
加工,
方法,
挤压,
成型,
零件,
首件,
加工,
合格,
后,
加工,
后续,
产品,
时,
挤压,
压力,
大,
机床,
定位,
偏移,
均,
小,
尺寸,
偏移,
件,
加工,
方法,
挤压,
成型,
零件,
首件,
加工,
合格,
后,
加工,
后续,
产品,
时,
挤压,
压力,
大,
机床,
定位,
偏移,
均,
小,
尺寸,
偏移,
工人,
图纸,
不熟,
熟悉,
短舱,
下,
罩,
密封,
密封条,
封条,
尺寸,
图纸,
尺寸,
不符,
工人,
图纸,
不熟,
熟悉,
短舱,
下,
罩,
密封,
密封条,
封条,
尺寸,
图纸,
尺寸,
不符,
工人,
图纸,
不熟,
熟悉,
短舱,
下,
罩,
密封,
密封条,
封条,
尺寸,
图纸,
尺寸,
不符,
工人,
图纸,
不熟,
熟悉,
短舱,
下,
罩,
密封,
密封条,
封条,
尺寸,
图纸,
尺寸,
不符,
工人,
图纸,
不熟,
熟悉,
短舱,
下,
罩,
密封,
密封条,
封条,
尺寸,
图纸,
尺寸,
不符,
工人,
图纸,
不熟,
熟悉,
短舱,
下,
罩,
密封,
密封条,
封条,
尺寸,
图纸,
尺寸,
不符,
工人,
图纸,
不熟,
熟悉,
短舱,
下,
罩,
密封,
密封条,
封条,
尺寸,
图纸,
尺寸,
不符,
发动,
发动机,
动机,
测绘,
过程,
中选,
选择,
基准,
基准点,
准点,
点位,
位置,
时,
差错,
导致,
测绘,
绘出,
发动,
发动机,
动机,
安装,
装点,
坐标,
坐标值,
标值,
偏差,
空气,
空气冷却,
气冷,
冷却,
风罩,
未,
开,
孔,
空气,
空气冷却,
气冷,
冷却,
风罩,
未,
开,
孔,
空气,
空气冷却,
气冷,
冷却,
风罩,
未,
开,
孔,
产品,
制造,
质量,
支架,
架上,
上部,
横梁,
焊接,
位置,
偏下,
导致,
横梁,
梁上,
焊接,
短,
杆,
位置,
偏下,
使,
滑,
油,
散热,
散热器,
安装,
装到,
到位,
支架,
架上,
上部,
横梁,
焊接,
位置,
偏下,
导致,
横梁,
梁上,
焊接,
短,
杆,
位置,
偏下,
使,
滑,
油,
散热,
散热器,
安装,
装到,
到位,
产品,
制造,
质量,
产品,
制造,
质量,
产品,
制造,
质量,
产品,
制造,
质量,
产品,
制造,
质量,
产品,
制造,
质量,
产品,
制造,
质量,
产品,
制造,
质量,
产品,
制造,
质量,
产品,
制造,
质量,
产品,
制造,
质量,
产品,
制造,
质量,
增压,
增压器,
回,
油管,
组件,
滚,
波,
直径,
偏大,
导致,
胶管,
安装,
产品,
制造,
质量,
产品,
制造,
质量,
新发,
发动,
发动机,
动机,
前期,
试车,
中,
磨损,
细微,
金属,
颗粒,
堵塞,
滑,
油,
滤,
滤纸,
导致,
滑,
油,
滤,
阻力,
增大,
滑,
油箱,
箱体,
下部,
铆接,
放油,
开关,
故障,
发动,
发动机,
发动机短,
动机,
短舱,
下,
罩,
板,
短舱,
下,
罩,
连接,
连接处,
粘接,
不,
牢固,
电源,
电源模块,
模块,
激励,
源,
故障,
供油,
供油泵,
油泵,
进,
油嘴,
断裂,
导致,
漏油,
nan,
PCB,
板,
上,
PELPY3,
继电,
继电器,
电器,
故障,
关闭,
油泵,
缸,
温,
传感,
传感器,
感器,
探头,
引线,
连接,
连接处,
接触,
接触不良,
不良,
导致,
故障,
安装,
变,
距,
碳刷,
螺钉,
钉螺,
螺杆,
前端,
螺旋,
螺旋桨,
根部,
轻微,
干涉,
导致,
螺旋,
螺旋桨,
旋转,
转过,
过程,
中,
轻微,
划伤,
汽油,
胶质,
粘连,
卡,
滞,
导致,
燃油,
燃油泵,
油泵,
不,
工作,
裂纹,
原因,
变,
距,
时,
电机,
通电,
发热,
变,
距,
结束,
高空,
低温,
环境,
下,
冷却,
长期,
过程,
中,
绕组,
焊接,
处在,
变温,
温度,
影响,
下,
疲劳,
断裂,
变,
距,
机构,
不,
工作,
外场,
更换,
换防,
防护,
贴,
温湿,
温湿度,
湿度,
条件,
满足要求,
导致,
螺旋,
螺旋桨,
防护,
贴,
易,
脱落,
外场,
更换,
换防,
防护,
贴,
温湿,
温湿度,
湿度,
条件,
满足要求,
导致,
螺旋,
螺旋桨,
防护,
贴,
易,
脱落,
外场,
更换,
换防,
防护,
贴,
温湿,
温湿度,
湿度,
条件,
满足要求,
导致,
螺旋,
螺旋桨,
防护,
贴,
易,
脱落,
外场,
更换,
换防,
防护,
贴,
温湿,
温湿度,
湿度,
条件,
满足要求,
导致,
螺旋,
螺旋桨,
防护,
贴,
易,
脱落,
外场,
更换,
换防,
防护,
贴,
温湿,
温湿度,
湿度,
条件,
满足要求,
导致,
螺旋,
螺旋桨,
防护,
贴,
易,
脱落,
外场,
更换,
换防,
防护,
贴,
温湿,
温湿度,
湿度,
条件,
满足要求,
导致,
螺旋,
螺旋桨,
防护,
贴,
易,
脱落,
变,
距,
机构,
故障,
人为,
操作,
原因,
汽化,
汽化器,
化器,
中,
燃油,
泄漏,
空气,
盒,
是因为,
汽化,
汽化器,
化器,
针,
阀,
关闭,
不严,
散热,
安装,
装点,
处,
减震,
垫,
橡胶,
橡胶垫,
胶垫,
老化,
碎裂,
控制,
盒,
上,
电报,
左方,
方向,
方向舵,
余度,
2,
故障,
器件,
共面,
性,
差,
管脚,
焊接,
不良,
RS422,
焊,
线,
错误,
舵,
面,
抖动,
原因,
位置,
传感,
传感器,
感器,
解调,
信号,
噪声,
声导,
导致,
微分,
速度,
变化,
幅,
值,
大于,
速度,
回路,
死区,
门限,
速度,
环控制,
控制,
控制参数,
参数,
不,
匹配,
舵,
面,
非正常,
抖动,
器件,
离散,
离散性,
引发,
系统,
系统软件,
软件,
软件设计,
设计,
鲁棒性,
舵,
面,
抖动,
原因,
位置,
传感,
传感器,
感器,
解调,
信号,
噪声,
声导,
导致,
微分,
速度,
变化,
幅,
值,
大于,
速度,
回路,
死区,
门限,
速度,
环控制,
控制,
控制参数,
参数,
不,
匹配,
舵,
面,
非正常,
抖动,
器件,
离散,
离散性,
引发,
系统,
系统软件,
软件,
软件设计,
设计,
鲁棒性,
故障,
定位,
CPU,
通道,
2,
EPROM,
器件,
失效,
倾斜,
电位,
计,
327,
219,
组件,
故障,
平,
垫,
安装,
时,
靠近,
功率,
线,
方向,
偏心,
平,
垫,
边缘,
缘会,
印制,
线,
搭接,
余度,
2,
功率,
线,
壳,
短路,
保险,
保险丝,
熔断,
报,
安装,
B,
通道,
陀螺,
电机,
堵,
转,
离散,
输出,
驱动,
板,
光,
耦,
失效,
刹车,
信号,
输出,
异常,
平,
垫,
安装,
时,
靠近,
功率,
线,
方向,
偏心,
平,
垫,
边缘,
缘会,
印制,
线,
搭接,
余度,
2,
功率,
线,
壳体,
短路,
而过,
流,
备,
通道,
保险,
保险丝,
熔断,
转接,
板,
外,
插头,
安装,
平,
垫,
余度,
2,
功率,
线,
搭接,
信号,
短路,
备,
余度,
2,
保险,
保险丝,
烧,
断,
惯性,
平台,
水汽,
施,
钜,
回路,
绝缘,
绝缘性,
性能,
能降,
降低,
信号,
串,
扰,
接触,
触电,
电阻,
变大,
施,
距,
回路,
工作,
异常,
成平,
平台,
偏离,
偏离,
航向,
输出,
异常,
指示,
空速,
全,
压,
计算,
计算机,
算机,
判断,
全,
压,
振动,
筒,
内部,
已,
受,
污染,
失效,
接触,
接触点,
触点,
组件,
327,
821,
脱落,
陀螺,
马达,
A,
B,
C,
三相,
开路,
马达,
启动,
陀螺,
报,
舵机,
机内,
内行,
内行星,
行星,
减速,
减速器,
升降,
升降舵,
齿轮,
连接,
键,
长时间,
时间,
磨损,
导致,
舵机,
间隙,
增大,
零位,
时,
机上,
舵,
面,
间隙,
重量,
耦合,
起飞,
飞机,
地面,
检测,
测时,
升降,
升降舵,
抖动,
舵机,
机内,
内行,
内行星,
行星,
减速,
减速器,
升降,
升降舵,
齿轮,
连接,
键,
长时间,
时间,
磨损,
导致,
舵机,
间隙,
增大,
零位,
时,
机上,
舵,
面,
间隙,
重量,
耦合,
起飞,
飞机,
地面,
检测,
测时,
升降,
升降舵,
抖动,
机上,
26V,
400Hz,
高端,
直流,
地线,
短路,
烧毁,
26V,
400Hz,
电源,
入口,
滤波,
滤波器,
软件,
参数,
修正,
判读,
成报,
陀螺,
受,
外力,
冲击,
减震,
减震器,
支架,
弯曲,
外力,
大,
框架,
间隙,
变化,
框架,
不灵,
灵活,
液体,
开关,
324,
258,
工作,
性能,
不符,
符合,
符合要求,
倾斜,
修,
飞,
不正,
陀螺,
电机,
机轴,
轴承,
承保,
器,
掉,
渣,
残渣,
轴承,
增大,
摩擦,
摩擦力,
导致,
轴承,
失效,
所致,
C,
通道,
倾斜,
陀螺,
电机,
机轴,
轴承,
承保,
器,
掉,
渣,
残渣,
轴承,
滤,
道,
增大,
摩擦,
陀螺,
电机,
声音,
异常,
场效应,
场效应管,
效应,
2N4393,
制造,
缺陷,
发生,
失效,
低,
放电,
电路,
输入,
50KHz,
中频,
频信,
信号,
时,
异常,
25KHz,
导致,
高度,
高度表,
产品,
高度,
跳变,
系统,
中,
陀螺,
性能,
超标,
导致,
位置,
速度,
误差,
变大,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
故障,
原因,
下,
盖,
机头,
头罩,
胶,
接,
导致,
下,
盖,
拆卸,
故障,
原因,
下,
盖,
机头,
头罩,
胶,
接,
导致,
下,
盖,
拆卸,
故障,
原因,
下,
盖,
机头,
头罩,
胶,
接,
导致,
下,
盖,
拆卸,
新,
更换,
换工,
工人,
图纸,
不熟,
熟悉,
新,
更换,
换工,
工人,
图纸,
不熟,
熟悉,
新,
更换,
换工,
工人,
图纸,
不熟,
熟悉,
新,
更换,
换工,
工人,
图纸,
不熟,
熟悉,
新,
更换,
换工,
工人,
图纸,
不熟,
熟悉,
新,
更换,
换工,
工人,
图纸,
不熟,
熟悉,
新,
更换,
换工,
工人,
图纸,
不熟,
熟悉,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
制造,
发动,
发动机,
动机,
测绘,
过程,
中选,
选择,
基准,
基准点,
准点,
点位,
位置,
时,
差错,
导致,
测绘,
绘出,
发动,
发动机,
动机,
安装,
装点,
坐标,
坐标值,
标值,
偏差,
制造,
制造,
制造,
制造,
质量,
nan,
nan,
nan,
nan,
nan,
nan,
nan,
制造,
质量,
制造,
质量,
制造,
质量,
nan,
nan,
支架,
架上,
上部,
横梁,
焊接,
位置,
偏下,
导致,
横梁,
梁上,
焊接,
短,
杆,
位置,
偏下,
使,
滑,
油,
散热,
散热器,
安装,
装到,
到位,
支架,
架上,
上部,
横梁,
焊接,
位置,
偏下,
导致,
横梁,
梁上,
焊接,
短,
杆,
位置,
偏下,
使,
滑,
油,
散热,
散热器,
安装,
装到,
到位,
产品,
制造,
质量,
产品,
制造,
质量,
产品,
制造,
质量,
产品,
制造,
质量,
产品,
制造,
质量,
产品,
制造,
质量,
产品,
制造,
质量,
产品,
制造,
质量,
产品,
制造,
质量,
产品,
制造,
质量,
产品,
制造,
质量,
产品,
制造,
质量,
nan,
nan,
nan,
nan,
nan,
nan,
测试,
右,
主,
起落,
起落架,
落架,
内腔,
压力,
时,
内腔,
油,
渗出,
内腔,
油量,
使,
右,
主,
起落,
起落架,
落架,
压缩,
时,
伸长,
量,
nan,
拆卸,
时,
损坏,
nan,
油量,
传感,
传感器,
感器,
飞机,
机体,
接触,
短路,
刹车,
装置,
导柱,
装配,
后,
垂直,
度,
满足要求,
导致,
刹车,
刹车片,
未能,
顺畅,
回位,
励磁,
调节,
节电,
电路,
二极管,
三极,
三极管,
匹配,
励磁,
调节,
不稳,
励磁,
调节,
节电,
电路,
二极管,
三极,
三极管,
匹配,
励磁,
调节,
不稳,
机上,
机上安装,
安装,
装有,
3,
块,
蓄电,
蓄电池,
电池,
只,
一块,
电池,
2Ah,
组,
提供,
不间断,
间断,
供电,
电能,
能力,
放电,
裕,
量,
解决,
环境,
条件,
下,
供电,
电能,
能力,
K14,
继电,
继电器,
电器,
K37,
继电,
继电器,
电器,
粘连,
失效,
导致,
故障,
燃油,
燃油泵,
油泵,
1,
输出,
引脚,
输入,
引脚,
粘连,
关闭,
油泵,
PCB,
板,
上,
PELPY3,
继电,
继电器,
电器,
故障,
功率,
器件,
IGBT,
模块,
栅极,
铜柱,
接线,
松动,
接触,
接触不良,
不良,
电源,
启动,
启动时,
未,
稳定,
状态,
启动,
电流,
流过,
大,
内部,
电路,
接触,
接触不良,
不良,
之处,
致使,
电源,
建立,
立正,
工作,
状态,
导致,
致电,
电源,
开车,
启动,
启动时,
时报,
报告,
发电,
发电机,
电机,
控制,
控制器,
内部,
电位,
电位器,
引脚,
内,
引线,
焊点,
虚,
焊,
调节,
变大,
发电,
发电机,
电机,
控制,
控制器,
内部,
电位,
电位器,
引脚,
内,
引线,
焊点,
虚,
焊,
调节,
变大,
机上,
交流,
26V,
火线,
直流,
地线,
短路,
点,
交流,
26V,
火线,
直流,
地线,
短路,
机上,
交直流,
直流,
地线,
共,
地点,
较大,
短路,
电流,
主控,
主控制,
控制,
盒内,
交直流,
直流,
共,
地点,
烧,
断,
惯,
导,
内部,
交流,
滤波,
滤波器,
烧毁,
C,
相,
电源,
电源板,
上三,
三端,
稳压,
后,
LM7815,
列,
线,
太长,
导致,
输入,
输出,
端,
短路,
陀螺,
低气压,
气压,
时,
失效,
导致,
平台,
方位,
手动,
跟踪,
失控,
速度,
四路,
开环,
激光,
激光测距,
测距,
主控,
主控板,
上,
通信,
芯片,
MAX491,
不,
工作,
导致,
上位,
机,
无,
通讯,
上位,
机,
报,
通信,
故障,
激光,
激光测距,
测距,
主控,
主控板,
上,
通信,
芯片,
MAX491,
不,
工作,
导致,
上位,
机,
无,
通讯,
上位,
机,
报,
通信,
故障,
SATA,
存储,
存储介质,
介质,
故障,
导致,
放大,
放大器,
大器,
虚,
焊,
导致,
调制,
频,
综,
不,
锁相,
发射,
发射机,
机内,
内部,
脉冲,
脉冲功率,
功率,
功率放大,
放大,
放大器,
大器,
输入,
端,
电容,
击穿,
电路,
导致,
发射,
发射机,
机内,
内部,
28V,
电源,
报,
发射,
无功,
功率,
输出,
故障,
原因,
卫,
通,
功放,
输出,
输出功率,
功率,
输出,
输出功率,
功率,
不符,
进一步,
一步,
分析,
功放,
组合,
内,
检波,
二级,
故障,
故障,
原因,
机载,
变频,
变频器,
L,
下变频,
变频,
链,
故障,
输出,
出电,
电平,
低,
致使,
卫,
通,
链路,
收发,
组合,
Ku,
频段,
下变频,
变频,
变频器,
输出,
信号,
电平,
低,
卫,
通上,
上行,
链路,
通信,
卫,
通,
功放,
组合,
合上,
上变,
上变频,
变频,
模块,
内部,
上变,
上变频,
变频,
增益,
温度,
补偿,
电路,
包含,
