编号,序号,所属系统,产品名称,故障部位,深层现象,故障现象,故障分析,处理方式,处理方式标签2,处理方式标签,系统标签
R893,893,导航飞控系统,左升降舵/方向舵控制盒,左升降舵/方向舵控制盒,器件共面性差造成的管脚焊接不良,在地检模式下，左升降舵切换至备通道工作时，余度2报dsp故障,该控制盒上电报左方向舵余度2故障是由于器件共面性差造成的管脚焊接不良,对焊脚进行补焊,3,维修(无需更换）,5
R894,894,导航飞控系统,卫星抗干扰天线,RS422,RS422焊线错误,天线与惯导相联的天线底座的X1口RS422的7号针对地短路,RS422焊线错误,对故障件进行焊接处理,3,维修(无需更换）,5
R895,895,导航飞控系统,左升降舵/方向舵控制盒,软件,左升降舵/方向舵控制盒有故障,飞机上电，左升降舵舵面抖动,舵面抖动的原因为位置传感器解调信号噪声导致微分速度变化幅值大于速度回路死区门限，速度环控制参数不匹配，从而引起舵面非正常抖动，属于器件的离散性引发的系统软件设计鲁棒性问题,对软件升级，将速度反馈信号改为HALL速度,2,软件,5
R896,896,导航飞控系统,左升降舵/方向舵控制盒,软件,左升降舵/方向舵控制盒有故障,飞机上电，左升降舵舵面抖动,舵面抖动的原因为位置传感器解调信号噪声导致微分速度变化幅值大于速度回路死区门限，速度环控制参数不匹配，从而引起舵面非正常抖动，属于器件的离散性引发的系统软件设计鲁棒性问题,对软件升级，将速度反馈信号改为HALL速度,2,软件,5
R897,897,导航飞控系统,飞控计算机,CPU通道2的EPROM器件,CPU通道2的EPROM器件失效,飞机上电，飞控计算机上电自检结果报CPU通道2故障,故障定位为CPU通道2的EPROM器件失效,更换故障件,2,更换故障件,5
R898,898,导航飞控系统,垂直陀螺,倾斜电位计327-219组件,分析飞参数据发现，该设备在横滚角为15°-20°时，出现毛刺，时长100ms,飞机在空中飞行时，垂直陀螺报故,倾斜电位计327-219组件故障,更换故障件,2,更换故障件,5
R899,899,导航飞控系统,右副翼舵机控制器,右副翼舵机控制器,产品外连插头螺母安装位置周围禁止布线区较小，导致平垫与印制板上余度2功率线之间间隙过小,飞机上电检测车操纵右副翼过程中，主通道工作正常，备通道操纵舵面不动，报余度2模型监控故障,平垫在安装时向靠近功率线的方向偏心，平垫边缘会与印制线搭接造成余度2功率线与壳边短路，保险丝熔断报故,在平垫边缘会与印制线间增加绝缘垫片,3,维修(无需更换）,5
R900,900,导航飞控系统,垂直陀螺,安装支架连接螺杆,垂直陀螺安装支架右前脚连接螺杆断裂,垂直陀螺安装支架右前脚连接螺杆断裂,安装问题,更换故障件,2,更换故障件,5
R901,901,导航飞控系统,角速率陀螺,B通道陀螺电机,B通道陀螺电机堵转,地面联试发现角速率陀螺俯仰角输出无变化,B通道陀螺电机堵转,更换故障件,2,更换故障件,5
R902,902,导航飞控系统,飞控计算机,离散输出驱动板光耦,离散输出驱动板光耦失效,飞机通电，操作左刹车时，刹车压力始终为零，刹车控制器无动作,离散输出驱动板光耦失效，造成刹车信号输出异常,更换故障件,2,更换故障件,5
R903,903,导航飞控系统,左升降舵/方向舵控制盒,左升降舵/方向舵控制盒,转接板外连插头螺母安装位置周围的禁止布线区偏小，导致平垫与印制板上余度2功率线之间间隙过小,飞机加电，舵机控制盒报余度2监控故障，且控制不了舵面,平垫安装时向靠近功率线的方向偏心，平垫边缘会与印制线搭接，造成余度2功率线与壳体短路，从而过流将备通道保险丝熔断,在平垫与功率线之间增加绝缘垫片,3,维修(无需更换）,5
R904,904,导航飞控系统,右副翼舵机控制器,,转接板外连插头安装平垫和余度2功率线搭接,飞机加电，调零舵面时，控制盒报余度2 DSP模型故障，余度2可用手轻易扳动舵面，余度1正常,转接板外连插头安装平垫和余度2功率线搭接，造成信号短路，从而将备余度2保险丝烧断造成,在平垫与功率线之间增加绝缘垫片,3,维修(无需更换）,5
R910,910,导航飞控系统,惯性导航部件,惯性平台,惯性平台内存在水汽,飞行32小时后，惯导报“惯导位置速度超差”，着陆时航向偏差达25°,惯性平台存在水汽造成施钜回路绝缘性能降低，引起信号串扰，接触电阻变大，施距回路工作异常，造成平台偏离，偏离航向，加之输出异常,更换导电环等接插件，对平台重新进行了密封处理,2,更换故障件,5
R911,911,导航飞控系统,大气数据计算机,接管嘴滤网；全压振动筒,全压接管嘴滤网被黑色胶体基本堵死,在联试过程中大气数据计算机不显示数据并闪红报故,指示空速是经全压计算机得出，判断全压振动筒内部已受污染失效,清洁接管嘴滤网，更换全压振动筒,2,更换故障件,5
R912,912,导航飞控系统,垂直陀螺,接触点组件,接触点组件脱落,垂直陀螺C-11指示灯“显示报红”故障，多次检查故障依然存在,接触点组件（327-821）脱落，造成陀螺马达A、B、C三相开路，马达无法启动，陀螺报故,粘接接触点组件，重新调整性能,3,维修(无需更换）,5
R913,913,导航飞控系统,左升降舵机；右升降舵机,行星减速器与升降舵齿轮连接键,舵机内行星减速器与升降舵齿轮I的连接键由于长时间使用造成磨损,在联试过程中，左、右升降舵机发抖,舵机内行星减速器与升降舵齿轮的连接键由于长时间使用造成磨损，从而导致舵机间隙增大，在零位时，与机上舵面间隙，重量耦合，引起飞机地面检测时升降舵抖动,更换新的连接键,2,更换故障件,5
R914,914,导航飞控系统,右升降舵机,行星减速器与升降舵齿轮连接键,舵机内行星减速器与升降舵齿轮I的连接键由于长时间使用造成磨损,在联试过程中，右升降舵机发抖,舵机内行星减速器与升降舵齿轮的连接键由于长时间使用造成磨损，从而导致舵机间隙增大，在零位时，与机上舵面间隙，重量耦合，引起飞机地面检测时升降舵抖动,更换新的连接键,2,更换故障件,5
R915,915,导航飞控系统,惯导,26V/400Hz电源入口滤波器,惯导交流电输入端26V地线对地断开，将主控盒交、直流供地点烧断,地面检测时，惯导姿态角异常,机上26V/400Hz高端对直流地线存在短路，烧毁26V/400Hz电源入口滤波器,更换故障件,2,更换故障件,5
R917,917,导航飞控系统,大气数据计算机,软件,软件对参数修正的判读,通电检查时，综合检测计算机显示大气机指示灯闪红报故，大气机工作不正常,软件对参数修正的判读造成报故,升级软件,2,软件,5
R918,918,导航飞控系统,垂直陀螺,地板组件,减震器支架一根螺柱受外力弯曲，俯仰柜架间隙变大,2号垂直陀螺横滚角30°修至20°用时1小时，且俯仰角指示灯显示红色报故,陀螺受外力冲击，造成减震器支架弯曲，外力过大，造成框架间隙变化，框架转动不灵活,更换地板组件，重新调整各框架间隙,2,更换故障件,5
R921,921,导航飞控系统,垂直陀螺,液体开关组件,地检车检查发现2号垂直陀螺一直工作状态良好，故障未复现。1号垂直陀螺上电后“马达”绿，“启动”红，汇流条反复并网，陀螺自检，现象一直不变。通过按压飞机尾撑调整飞机姿态，速率陀螺工作良好，说明给陀螺供电的交流电正常。地检车下电停止检查一段时间后，再上电检查，1号垂直陀螺“马达”绿，“启动”红，慢慢修正一段时间后，“启动”变绿。通电检查，倾斜无法正常修飞，分解产品检查液体开关324-258工作性能不符合要求,起飞爬升约1000米高度，1号垂直陀螺报故，继续飞行几小时后，2号垂直陀螺报故，返航至落地过程中2个垂直陀螺一直处于报故状态,液体开关324-258工作性能不符合要求，造成倾斜修飞不正常,更换故障件,2,更换故障件,5
R922,922,导航飞控系统,速率陀螺,陀螺电机,C通道倾斜陀螺无输出，陀螺电机堵转，分解故障陀螺，发现陀螺电机轴承保持器掉渣,速率陀螺空中报一次故障，直至着陆,陀螺电机轴承保持器掉渣，残渣进入轴承，增大了摩擦力，从而导致轴承失效所致,更换故障件,2,更换故障件,5
R923,923,导航飞控系统,角速率陀螺,C通道倾斜陀螺,C通道倾斜陀螺电机声音异常，分解故障陀螺，发现陀螺电机轴承保持器掉渣,起飞时角速率陀螺报一次故障,C通道倾斜陀螺电机轴承保持器掉渣，残渣进入轴承滤道，增大了摩擦了，从而造成陀螺电机声音异常,更换故障件,2,更换故障件,5
R924,924,导航飞控系统,无线电高度表 ,场效应管2N4393,地面通电检查，两个无线电高度表度数值均为2.3左右，数值正常，然后用手分别在两个无线电高度表天线外来回晃动，高度表数值显示均正常,飞机起飞离地时，高度从10米跳变0； 转滚转改平段2秒后，无线电高度表显示高度值为0，持续至飞机接地,场效应管2N4393存在制造缺陷发生失效，引起低放电路在输入50KHz中频信号时产生异常的25KHz，导致高度表产品高度跳变,更换故障件,2,更换故障件,5
R925,925,导航飞控系统,惯导,陀螺,系统中陀螺性能超标,空中报惯导位置、速度超差，航姿无效,系统中陀螺性能超标，导致位置速度误差变大,更换故障件,2,更换故障件,5
R928,928,飞行器平台,飞行器平台,中后地板嵌入件,中后地板上发电机控制器左侧2个嵌入件装偏约2mm,中后地板上发电机控制器左侧2个嵌入件装偏约2mm,制造问题,更换故障件,2,更换故障件,6
R928,928,飞行器平台,飞行器平台,中间蒙皮C上天线,6-7框间中间蒙皮C上天线未开安装孔，未安装衬套,6-7框间中间蒙皮C上天线未开安装孔，未安装衬套,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R928,928,飞行器平台,飞行器平台,右后地板单相变嵌入件,右后地板上单相变的4个嵌入件未安装,右后地板上单相变的4个嵌入件未安装,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R929,929,飞行器平台,飞行器平台,中后地板嵌入件,中后地板上发电机控制器左侧2个嵌入件装偏约2mm,中后地板上发电机控制器左侧2个嵌入件装偏约2mm,制造问题,更换故障件,2,更换故障件,6
R929,929,飞行器平台,飞行器平台,中间蒙皮C上天线,6-7框间中间蒙皮C上天线未开安装孔，未安装衬套,6-7框间中间蒙皮C上天线未开安装孔，未安装衬套,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R929,929,飞行器平台,飞行器平台,右后地板单相变嵌入件,右后地板上单相变的4个嵌入件未安装,右后地板上单相变的4个嵌入件未安装,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R930,930,飞行器平台,飞行器平台,中后地板嵌入件,中后地板上发电机控制器左侧2个嵌入件装偏约2mm,中后地板上发电机控制器左侧2个嵌入件装偏约2mm,制造问题,更换故障件,2,更换故障件,6
R930,930,飞行器平台,飞行器平台,右后地板单相变嵌入件,右后地板上单相变的4个嵌入件未安装,右后地板上单相变的4个嵌入件未安装,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R931,931,飞行器平台,飞行器平台,中后地板嵌入件,中后地板上发电机控制器左侧2个嵌入件装偏约2mm,中后地板上发电机控制器左侧2个嵌入件装偏约2mm,制造问题,更换故障件,2,更换故障件,6
R931,931,飞行器平台,飞行器平台,右后地板单相变嵌入件,右后地板上单相变的4个嵌入件未安装,右后地板上单相变的4个嵌入件未安装,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R932,932,飞行器平台,飞行器平台,中后地板嵌入件,中后地板上发电机控制器左侧2个嵌入件装偏约2mm,中后地板上发电机控制器左侧2个嵌入件装偏约2mm,制造问题,更换故障件,2,更换故障件,6
R932,932,飞行器平台,飞行器平台,中间蒙皮C上天线,6-7框间中间蒙皮C上天线未开安装孔，未安装衬套,6-7框间中间蒙皮C上天线未开安装孔，未安装衬套,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R933,933,飞行器平台,飞行器平台,中后地板嵌入件,中后地板上发电机控制器左侧2个嵌入件装偏约2mm,中后地板上发电机控制器左侧2个嵌入件装偏约2mm,制造问题,更换故障件,2,更换故障件,6
R933,933,飞行器平台,飞行器平台,左机翼的搭铁带；右机翼的搭铁带,左、右机翼的搭铁带松动，搭铁带端头的开孔尺寸偏大,左、右机翼的搭铁带松动，搭铁带端头的开孔尺寸偏大,制造问题,更换搭铁带,2,更换故障件,6
R934,934,飞行器平台,飞行器平台,中后地板嵌入件,中后地板上发电机控制器左侧2个嵌入件装偏约2mm,中后地板上发电机控制器左侧2个嵌入件装偏约2mm,制造问题,更换故障件,2,更换故障件,6
R935,935,飞行器平台,飞行器平台,通风盒通风管开孔；惯导托架开孔；5号地板开孔,通风盒通风管、惯导托架开孔以及5号地板上对应开孔，三者不同轴,通风盒通风管、惯导托架开孔以及5号地板上对应开孔，三者不同轴,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R935,935,飞行器平台,飞行器平台,上蒙皮差分GPS天线安装孔,机身上蒙皮的差分GPS天线安装孔后移约3mm,机身上蒙皮的差分GPS天线安装孔后移约3mm,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R935,935,飞行器平台,飞行器平台,框腹板和右纵梁相连接铆钉,1框腹板上的大气机（右），与框腹板和右纵梁相连接的铆钉干涉,1框腹板上的大气机（右），与框腹板和右纵梁相连接的铆钉干涉,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R935,935,飞行器平台,飞行器平台,空速管加温开关的销孔,空速管加温开关的销孔开偏，需补孔并重新开孔,空速管加温开关的销孔开偏，需补孔并重新开孔,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R935,935,飞行器平台,飞行器平台,发电机控制器左侧安装孔,发电机控制器的左侧2个安装孔错位,发电机控制器的左侧2个安装孔错位,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R935,935,飞行器平台,飞行器平台,托板螺母,机翼翼根处，与机身对接的上、下翼面缘条上有托板螺母脱落,机翼翼根处，与机身对接的上、下翼面缘条上有托板螺母脱落,制造问题,依照图纸进行修理,2,维修(无需更换）,6
R935,935,飞行器平台,飞行器平台,左机翼,左机翼2处已松动,左机翼2处已松动,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R935,935,飞行器平台,飞行器平台,弹垫,弹垫拧紧后发生断裂,弹垫拧紧后发生断裂,制造问题,更换故障件,2,更换故障件,6
R936,936,飞行器平台,飞行器平台,通风盒通风管开孔；惯导托架开孔；5号地板开孔,通风盒通风管、惯导托架开孔以及5号地板上对应开孔，三者不同轴,通风盒通风管、惯导托架开孔以及5号地板上对应开孔，三者不同轴,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R936,936,飞行器平台,飞行器平台,机身上蒙皮的差分GPS天线安装孔,机身上蒙皮的差分GPS天线安装孔位置后移约1mm，与蒙皮斜边干涉，无法与蒙皮安装面贴合,机身上蒙皮的差分GPS天线安装孔位置后移约1mm，与蒙皮斜边干涉，无法与蒙皮安装面贴合,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R936,936,飞行器平台,飞行器平台,弹垫,弹垫拧紧后发生断裂,弹垫拧紧后发生断裂,制造问题,更换故障件,2,更换故障件,6
R937,937,飞行器平台,飞行器平台,通风盒通风管开孔；惯导托架开孔；5号地板开孔,通风盒通风管、惯导托架开孔以及5号地板上对应开孔，三者不同轴,通风盒通风管、惯导托架开孔以及5号地板上对应开孔，三者不同轴,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R937,937,飞行器平台,飞行器平台,机身上蒙皮的差分GPS天线安装孔,机身上蒙皮的差分GPS天线安装孔位置后移约1mm，与蒙皮斜边干涉，无法与蒙皮安装面贴合,机身上蒙皮的差分GPS天线安装孔位置后移约1mm，与蒙皮斜边干涉，无法与蒙皮安装面贴合,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R937,937,飞行器平台,飞行器平台,弹垫,弹垫拧紧后发生断裂,弹垫拧紧后发生断裂,制造问题,更换故障件,2,更换故障件,6
R938,938,飞行器平台,飞行器平台,通风盒通风管开孔；惯导托架开孔；5号地板开孔,通风盒通风管、惯导托架开孔以及5号地板上对应开孔，三者不同轴,通风盒通风管、惯导托架开孔以及5号地板上对应开孔，三者不同轴,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R938,938,飞行器平台,飞行器平台,机身上蒙皮的差分GPS天线安装孔,身上蒙皮的差分GPS天线安装孔后移约3mm,身上蒙皮的差分GPS天线安装孔后移约3mm,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R938,938,飞行器平台,飞行器平台,空速管加温开关的销孔,空速管加温开关的销孔开偏，需补孔并重新开孔,空速管加温开关的销孔开偏，需补孔并重新开孔,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R938,938,飞行器平台,飞行器平台,托板螺母,机翼翼根处，与机身对接的上、下翼面缘条上有托板螺母脱落,机翼翼根处，与机身对接的上、下翼面缘条上有托板螺母脱落,制造问题,依照图纸进行修理,2,维修(无需更换）,6
R938,938,飞行器平台,飞行器平台,弹垫,弹垫拧紧后发生断裂,弹垫拧紧后发生断裂,制造问题,更换故障件,2,更换故障件,6
R939,939,飞行器平台,飞行器平台,通风盒通风管开孔；惯导托架开孔；5号地板开孔,通风盒通风管、惯导托架开孔以及5号地板上对应开孔，三者不同轴,通风盒通风管、惯导托架开孔以及5号地板上对应开孔，三者不同轴,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R939,939,飞行器平台,飞行器平台,机身上蒙皮的差分GPS天线安装孔,机身上蒙皮的差分GPS天线安装孔位置后移约1mm，与蒙皮斜边干涉，无法与蒙皮安装面贴合,机身上蒙皮的差分GPS天线安装孔位置后移约1mm，与蒙皮斜边干涉，无法与蒙皮安装面贴合,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R939,939,飞行器平台,飞行器平台,托板螺母,左机翼襟翼舵机的右下托板螺母出现螺纹滑扣，已安装的螺钉无法拆卸，须更换此螺母,左机翼襟翼舵机的右下托板螺母出现螺纹滑扣，已安装的螺钉无法拆卸，须更换此螺母,制造问题,依照图纸进行修理,2,维修(无需更换）,6
R939,939,飞行器平台,飞行器平台,托板螺母,机翼翼根处，与机身对接的上、下翼面缘条上有托板螺母脱落,机翼翼根处，与机身对接的上、下翼面缘条上有托板螺母脱落,制造问题,依照图纸进行修理,2,维修(无需更换）,6
R939,939,飞行器平台,飞行器平台,左机翼,左机翼1处已松动,左机翼1处已松动,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R939,939,飞行器平台,飞行器平台,弹垫,弹垫拧紧后发生断裂,弹垫拧紧后发生断裂,制造问题,更换故障件,2,更换故障件,6
R940,940,飞行器平台,飞行器平台,通风盒通风管开孔；惯导托架开孔；5号地板开孔,通风盒通风管、惯导托架开孔以及5号地板上对应开孔，三者不同轴,通风盒通风管、惯导托架开孔以及5号地板上对应开孔，三者不同轴,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R940,940,飞行器平台,飞行器平台,机身上蒙皮的差分GPS天线安装孔,机身上蒙皮的差分GPS天线安装孔后移约3mm,机身上蒙皮的差分GPS天线安装孔后移约3mm,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R940,940,飞行器平台,飞行器平台,发电机控制器安装孔,发电机控制器的左侧2个安装孔错位,发电机控制器的左侧2个安装孔错位,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R940,940,飞行器平台,飞行器平台,托板螺母,机翼翼根处，与机身对接的上、下翼面缘条上有托板螺母脱落,机翼翼根处，与机身对接的上、下翼面缘条上有托板螺母脱落,制造问题,依照图纸进行修理,2,维修(无需更换）,6
R940,940,飞行器平台,飞行器平台,左机翼搭铁带,左机翼2个搭铁带已松动,左机翼2个搭铁带已松动,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R940,940,飞行器平台,飞行器平台,弹垫,弹垫拧紧后发生断裂,弹垫拧紧后发生断裂,制造问题,更换故障件,2,更换故障件,6
R941,941,飞行器平台,飞行器平台,通风盒通风管开孔；惯导托架开孔；5号地板开孔,通风盒通风管、惯导托架开孔以及5号地板上对应开孔，三者不同轴,通风盒通风管、惯导托架开孔以及5号地板上对应开孔，三者不同轴,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R941,941,飞行器平台,飞行器平台,机身上蒙皮的差分GPS天线安装孔,机身上蒙皮的差分GPS天线安装孔位置后移约1mm，与蒙皮斜边干涉，无法与蒙皮安装面贴合,机身上蒙皮的差分GPS天线安装孔位置后移约1mm，与蒙皮斜边干涉，无法与蒙皮安装面贴合,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R941,941,飞行器平台,飞行器平台,托板螺母,机翼翼根处，与机身对接的上、下翼面缘条上有托板螺母脱落,机翼翼根处，与机身对接的上、下翼面缘条上有托板螺母脱落,制造问题,依照图纸进行修理,2,维修(无需更换）,6
R941,941,飞行器平台,飞行器平台,左机翼,左机翼1处已松动,左机翼1处已松动,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R941,941,飞行器平台,飞行器平台,弹垫,弹垫拧紧后发生断裂,弹垫拧紧后发生断裂,制造问题,更换故障件,2,更换故障件,6
R942,942,飞行器平台,飞行器平台,嵌入件,5号地板上惯导托架与通风盒的安装不协调，需调整惯导托架或通风盒的嵌入件安装位置,5号地板上惯导托架与通风盒的安装不协调，需调整惯导托架或通风盒的嵌入件安装位置,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R942,942,飞行器平台,飞行器平台,弹垫,弹垫拧紧后发生断裂,弹垫拧紧后发生断裂,制造问题,更换故障件,2,更换故障件,6
R943,943,飞行器平台,飞行器平台,嵌入件,5号地板上惯导托架与通风盒的安装不协调，需调整惯导托架或通风盒的嵌入件安装位置,5号地板上惯导托架与通风盒的安装不协调，需调整惯导托架或通风盒的嵌入件安装位置,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R943,943,飞行器平台,飞行器平台,弹垫,弹垫拧紧后发生断裂,弹垫拧紧后发生断裂,制造问题,更换故障件,2,更换故障件,6
R944,944,飞行器平台,飞行器平台,嵌入件,5号地板上惯导托架与通风盒的安装不协调，需调整惯导托架或通风盒的嵌入件安装位置,5号地板上惯导托架与通风盒的安装不协调，需调整惯导托架或通风盒的嵌入件安装位置,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R944,944,飞行器平台,飞行器平台,嵌入件,油箱地板上蓄电池支架的3个嵌入件未安装,油箱地板上蓄电池支架的3个嵌入件未安装,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R944,944,飞行器平台,飞行器平台,弹垫,弹垫拧紧后发生断裂,弹垫拧紧后发生断裂,制造问题,更换故障件,2,更换故障件,6
R945,945,飞行器平台,飞行器平台,嵌入件,5号地板上惯导托架与通风盒的安装不协调，需调整惯导托架或通风盒的嵌入件安装位置,5号地板上惯导托架与通风盒的安装不协调，需调整惯导托架或通风盒的嵌入件安装位置,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R945,945,飞行器平台,飞行器平台,嵌入件,油箱地板上蓄电池支架的3个嵌入件未安装,油箱地板上蓄电池支架的3个嵌入件未安装,制造问题,依照图纸进行修理,2,维修(无需更换）,6
R945,945,飞行器平台,飞行器平台,弹垫,弹垫拧紧后发生断裂,弹垫拧紧后发生断裂,制造问题,更换故障件,2,更换故障件,6
R946,946,飞行器平台,飞行器平台,嵌入件,5号地板上惯导托架与通风盒的安装不协调，需调整惯导托架或通风盒的嵌入件安装位置,5号地板上惯导托架与通风盒的安装不协调，需调整惯导托架或通风盒的嵌入件安装位置,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R946,946,飞行器平台,飞行器平台,弹垫,弹垫拧紧后发生断裂,弹垫拧紧后发生断裂,制造问题,更换故障件,2,更换故障件,6
R947,947,飞行器平台,飞行器平台,嵌入件,5号地板上惯导托架与通风盒的安装不协调，需调整惯导托架或通风盒的嵌入件安装位置,5号地板上惯导托架与通风盒的安装不协调，需调整惯导托架或通风盒的嵌入件安装位置,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R947,947,飞行器平台,飞行器平台,弹垫,弹垫拧紧后发生断裂,弹垫拧紧后发生断裂,制造问题,更换故障件,2,更换故障件,6
R948,948,飞行器平台,飞行器平台,嵌入件,5号地板上惯导托架与通风盒的安装不协调，需调整惯导托架或通风盒的嵌入件安装位置,5号地板上惯导托架与通风盒的安装不协调，需调整惯导托架或通风盒的嵌入件安装位置,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R948,948,飞行器平台,飞行器平台,弹垫,弹垫拧紧后发生断裂,弹垫拧紧后发生断裂,制造问题,更换故障件,2,更换故障件,6
R949,949,飞行器平台,飞行器平台,机身上蒙皮,机机身上蒙皮的差分GPS天线安装安装位置后移约2mm，需调整GPS天线的安装位置,机身上蒙皮的差分GPS天线安装安装位置后移约2mm，需调整GPS天线的安装位置,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R949,949,飞行器平台,飞行器平台,1框腹板铆钉,1框腹板上的大气机与旁边的铆钉干涉,1框腹板上的大气机与旁边的铆钉干涉,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R950,950,飞行器平台,飞行器平台,机身上蒙皮,机机身上蒙皮的差分GPS天线安装安装位置后移约2mm，需调整GPS天线的安装位置,机身上蒙皮的差分GPS天线安装安装位置后移约2mm，需调整GPS天线的安装位置,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R950,950,飞行器平台,飞行器平台,1框腹板铆钉,1框腹板上的大气机与旁边的铆钉干涉,1框腹板上的大气机与旁边的铆钉干涉,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R951,951,飞行器平台,飞行器平台,机身上蒙皮,机身上蒙皮的差分GPS天线安装安装位置后移约2mm，需调整GPS天线的安装位置,机身上蒙皮的差分GPS天线安装安装位置后移约2mm，需调整GPS天线的安装位置,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R952,952,飞行器平台,飞行器平台,机身上蒙皮,机身上蒙皮的差分GPS天线安装安装位置后移约2mm，需调整GPS天线的安装位置,机身上蒙皮的差分GPS天线安装安装位置后移约2mm，需调整GPS天线的安装位置,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R953,953,飞行器平台,飞行器平台,机身上蒙皮,机身上蒙皮的差分GPS天线安装安装位置后移约2mm，需调整GPS天线的安装位置,机身上蒙皮的差分GPS天线安装安装位置后移约2mm，需调整GPS天线的安装位置,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R953,953,飞行器平台,飞行器平台,托板螺母,单相变的安装位置有误，需重铆托板螺母,单相变的安装位置有误，需重铆托板螺母,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R954,954,飞行器平台,飞行器平台,机身上蒙皮,机身上蒙皮的差分GPS天线安装安装位置后移约2mm，需调整GPS天线的安装位置,机身上蒙皮的差分GPS天线安装安装位置后移约2mm，需调整GPS天线的安装位置,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R954,954,飞行器平台,飞行器平台,托板螺母,单相变的安装位置有误，需重铆托板螺母,单相变的安装位置有误，需重铆托板螺母,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R955,955,飞行器平台,飞行器平台,机身上蒙皮,机身上蒙皮的差分GPS天线安装安装位置后移约2mm，需调整GPS天线的安装位置,机身上蒙皮的差分GPS天线安装安装位置后移约2mm，需调整GPS天线的安装位置,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R955,955,飞行器平台,飞行器平台,托板螺母,单相变的安装位置有误，需重铆托板螺母,单相变的安装位置有误，需重铆托板螺母,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R956,956,飞行器平台,飞行器平台,机头罩,下盖与机头罩进行胶接,机头罩上用于安装前视摄像头玻璃片的上盖、下盖与空速管干涉,故障原因为下盖与机头罩进行胶接导致下盖无法拆卸,打磨机头罩上用于安装前视摄像头玻璃片的下盖以消除与空速管的干涉,3,维修(无需更换）,6
R957,957,飞行器平台,飞行器平台,机头罩,下盖与机头罩进行胶接,机头罩上用于安装前视摄像头玻璃片的上盖、下盖与空速管干涉,故障原因为下盖与机头罩进行胶接导致下盖无法拆卸,打磨机头罩上用于安装前视摄像头玻璃片的下盖以消除与空速管的干涉,3,维修(无需更换）,6
R958,958,飞行器平台,飞行器平台,机头罩,下盖与机头罩进行胶接,机头罩上用于安装前视摄像头玻璃片的上盖、下盖与空速管干涉,故障原因为下盖与机头罩进行胶接导致下盖无法拆卸,打磨机头罩上用于安装前视摄像头玻璃片的下盖以消除与空速管的干涉,3,维修(无需更换）,6
R959,959,飞行器平台,发动机,短舱下罩,短舱下罩密封条尺寸与图纸尺寸不符,短舱下罩密封条尺寸与图纸尺寸不符,新更换工人对图纸不熟悉,依照图纸进行修理,3,维修(无需更换）,6
